iter	Logloss
0	0.4203174273
1	0.2631459812
2	0.1687317703
3	0.1152411231
4	0.08360796341
5	0.06207699855
6	0.04835491061
7	0.03946080467
8	0.03384532418
9	0.02992872539
10	0.02785350001
11	0.02571386596
12	0.02400309123
13	0.02337813617
14	0.02269210605
15	0.02191969375
16	0.02134054573
17	0.02094183514
18	0.02071670655
19	0.02046440952
20	0.02028948165
21	0.02020294773
22	0.02009665346
23	0.02000250932
24	0.01991732287
25	0.01986154937
26	0.01982293746
27	0.01980304517
28	0.01978086469
29	0.0197649956
30	0.01974207211
31	0.01971753045
32	0.01970843296
33	0.01968426018
34	0.01964861851
35	0.01961909257
36	0.01960625571
37	0.01959929532
38	0.01957163316
39	0.01955236077
40	0.01954308733
41	0.01951891877
42	0.01950252413
43	0.01949595804
44	0.01949053102
45	0.01948512745
46	0.01947918338
47	0.01947548452
48	0.01947143978
49	0.01945621455
50	0.01945042444
51	0.0194405671
52	0.01943425975
53	0.01942283918
54	0.01941451249
55	0.01940771023
56	0.01940152813
57	0.01938752911
58	0.01937746175
59	0.01937310023
60	0.01936871254
61	0.01935956917
62	0.01935610846
63	0.01935388118
64	0.01934774575
65	0.01933983487
66	0.01933574673
67	0.01933284254
68	0.01932052272
69	0.01931736644
70	0.01931556166
71	0.0193075218
72	0.01929938852
73	0.01929532256
74	0.01929057259
75	0.0192838451
76	0.01928091998
77	0.01927772337
78	0.01927280513
79	0.01926939699
80	0.01926663411
81	0.0192546357
82	0.01925177837
83	0.0192450646
84	0.01923976469
85	0.01923777584
86	0.01923589092
87	0.01922996964
88	0.01922697276
89	0.01922098437
90	0.01921871411
91	0.01921563648
92	0.01921210942
93	0.01920988255
94	0.01920656579
95	0.0192051129
96	0.01920298357
97	0.01919669034
98	0.01919305424
99	0.01919127201
100	0.01918901762
101	0.01918421166
102	0.01918083473
103	0.01917697858
104	0.01917135898
105	0.01916837576
106	0.01916691477
107	0.01916288522
108	0.01915994349
109	0.01915797536
110	0.01915426704
111	0.01915067273
112	0.01914827449
113	0.0191468998
114	0.01914251812
115	0.0191407299
116	0.01913753922
117	0.01913493825
118	0.01913338712
119	0.0191294614
120	0.01912638325
121	0.0191243936
122	0.01911812143
123	0.0191117729
124	0.01910960199
125	0.01910537244
126	0.01910330843
127	0.01910203495
128	0.01910022821
129	0.01909665932
130	0.0190927955
131	0.01908988643
132	0.01908433985
133	0.01908176587
134	0.01908034139
135	0.01907763401
136	0.01907473524
137	0.01907003226
138	0.01906707244
139	0.01906582771
140	0.01906259448
141	0.01906121902
142	0.01905862803
143	0.01905362002
144	0.0190500431
145	0.01904863939
146	0.01904639992
147	0.01904509764
148	0.01904298425
149	0.01904132403
150	0.01903918217
151	0.01903700847
152	0.01903468009
153	0.01903316316
154	0.01903187563
155	0.01903010299
156	0.01902530094
157	0.01902259062
158	0.01902060702
159	0.01901731668
160	0.01901545647
161	0.01901392736
162	0.01901228859
163	0.01901059543
164	0.01900713302
165	0.01900422332
166	0.01900235444
167	0.01900055395
168	0.01899862819
169	0.0189966839
170	0.01899438689
171	0.01899248788
172	0.01899114795
173	0.0189889526
174	0.01898564403
175	0.01898396222
176	0.01898278916
177	0.01898007319
178	0.01897857911
179	0.01897714526
180	0.01897599883
181	0.0189750998
182	0.01897288635
183	0.01897185233
184	0.01896974136
185	0.0189684059
186	0.01896609929
187	0.01896431053
188	0.01896358709
189	0.01896223704
190	0.01896084271
191	0.01895861225
192	0.01895562473
193	0.01895452176
194	0.01895318691
195	0.01895092698
196	0.01895004175
197	0.01894605533
198	0.01894505117
199	0.0189440741
200	0.01894233777
201	0.01893954291
202	0.01893834866
203	0.01893759057
204	0.01893178778
205	0.01892973916
206	0.01892670742
207	0.0189242027
208	0.0189214745
209	0.01892058833
210	0.01891828434
211	0.0189172742
212	0.01891636094
213	0.01891523485
214	0.0189132145
215	0.01891004754
216	0.01890825984
217	0.01890756263
218	0.01890449502
219	0.01890082928
220	0.01889966759
221	0.01889886706
222	0.01889726175
223	0.01889531275
224	0.01889350897
225	0.0188916967
226	0.01888899915
227	0.01888794243
228	0.01888496579
229	0.01888347926
230	0.01888127614
231	0.01887956373
232	0.01887829479
233	0.01887701778
234	0.01887604539
235	0.01887437464
236	0.01887290742
237	0.0188712287
238	0.01886982853
239	0.01886736224
240	0.01886601589
241	0.01886486893
242	0.01886027851
243	0.01885890372
244	0.01885701135
245	0.01885587175
246	0.01885448789
247	0.01885143615
248	0.01884976183
249	0.01884930319
250	0.01884800017
251	0.01884704654
252	0.01884614723
253	0.01884492082
254	0.01884392954
255	0.01884234412
